tube,temp,resource,species,exposed,male,removed,KBP,missing,mortality_day,end_data_date,length_RAW,length_mag_correction,lm_corr_factor,inf,spore_RAW,spore_water_added,length
328,15,1,D,1,NA,NA,NA,NA,5/12/22,NA,84,NA,NA,1,116,1,1.50024
385,20,0.5,D,0,NA,NA,NA,NA,4/24/22,NA,84,NA,NA,0,NA,NA,1.50024
394,20,0.5,D,1,NA,NA,NA,NA,4/30/22,NA,84,NA,NA,0,0,1,1.50024
455,20,1,D,1,NA,NA,NA,NA,4/24/22,NA,84,NA,NA,1,86,1,1.50024
531,25,0.5,D,1,NA,NA,NA,NA,4/22/22,NA,84,NA,NA,1,183,1,1.50024
536,25,0.5,D,1,NA,NA,NA,NA,4/19/22,NA,84,NA,NA,1,250,0,1.50024
543,25,0.5,D,1,NA,NA,NA,NA,4/18/22,NA,84,NA,NA,1,205,0,1.50024
582,25,1,D,1,NA,NA,NA,NA,4/17/22,NA,84,NA,NA,1,251,0,1.50024
1,2V,1,D,1,NA,NA,NA,NA,4/19/22,NA,85,NA,NA,1,159,0,1.5181
51,6V,1,D,1,NA,NA,NA,NA,4/22/22,NA,85,NA,NA,1,108,1,1.5181
63,6V,1,D,1,NA,NA,NA,NA,4/25/22,NA,85,NA,NA,1,115,1,1.5181
101,14V,1,D,1,NA,NA,NA,NA,5/1/22,NA,85,NA,NA,1,190,1,1.5181
108,14V,1,D,1,NA,NA,NA,NA,4/24/22,NA,85,NA,NA,1,49,1,1.5181
177,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,85,NA,NA,0,NA,NA,1.5181
210,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,85,NA,NA,0,NA,NA,1.5181
218,15,0.5,D,0,NA,1,NA,NA,NA,5/23/22,85,NA,NA,0,NA,NA,1.5181
245,15,0.5,D,1,NA,NA,NA,NA,5/7/22,NA,85,NA,NA,1,56,1,1.5181
257,15,0.5,D,1,NA,NA,NA,NA,5/21/22,NA,85,NA,NA,1,194,1,1.5181
272,15,1,D,0,NA,1,NA,NA,NA,5/23/22,85,NA,NA,0,NA,NA,1.5181
321,15,1,D,1,NA,NA,NA,NA,5/21/22,NA,85,NA,NA,1,156,1,1.5181
408,20,0.5,D,1,NA,NA,NA,NA,4/23/22,NA,85,NA,NA,1,45,1,1.5181
413,20,0.5,D,1,NA,NA,NA,NA,5/1/22,NA,85,NA,NA,1,183,1,1.5181
440,20,1,D,1,NA,NA,NA,NA,4/20/22,NA,85,NA,NA,1,187,0,1.5181
462,20,1,D,1,NA,NA,NA,NA,4/24/22,NA,85,NA,NA,1,72,1,1.5181
542,25,0.5,D,1,NA,NA,NA,NA,4/21/22,NA,85,NA,NA,1,289,0,1.5181
546,25,0.5,D,1,NA,NA,NA,NA,4/20/22,NA,85,NA,NA,1,104,1,1.5181
577,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,85,NA,NA,1,146,1,1.5181
579,25,1,D,1,NA,NA,NA,NA,4/17/22,NA,85,NA,NA,1,246,0,1.5181
585,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,85,NA,NA,1,140,1,1.5181
599,25,1,D,1,NA,NA,NA,NA,4/17/22,NA,85,NA,NA,1,176,0,1.5181
30,2V,1,D,1,NA,NA,NA,NA,4/23/22,NA,86,NA,NA,1,322,0,1.53596
118,14V,1,D,1,NA,NA,NA,NA,4/27/22,NA,86,NA,NA,1,110,1,1.53596
119,14V,1,D,1,NA,NA,NA,NA,4/26/22,NA,86,NA,NA,1,98,1,1.53596
132,14V,1,D,1,NA,NA,NA,NA,4/24/22,NA,86,NA,NA,1,111,1,1.53596
171,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,86,NA,NA,0,NA,NA,1.53596
195,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,86,NA,NA,0,NA,NA,1.53596
249,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,86,NA,NA,0,NA,NA,1.53596
250,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,86,NA,NA,0,NA,NA,1.53596
271,15,1,D,0,NA,1,NA,NA,NA,5/23/22,86,NA,NA,0,NA,NA,1.53596
289,15,1,D,1,NA,1,NA,NA,NA,5/18/22,86,NA,NA,0,NA,NA,1.53596
291,15,1,D,1,NA,NA,NA,NA,5/17/22,NA,86,NA,NA,1,133,1,1.53596
309,15,1,D,1,NA,NA,NA,NA,5/13/22,NA,86,NA,NA,1,86,1,1.53596
314,15,1,D,1,NA,1,NA,NA,NA,5/18/22,86,NA,NA,0,NA,NA,1.53596
322,15,1,D,1,NA,1,NA,NA,NA,5/18/22,86,NA,NA,0,NA,NA,1.53596
325,15,1,D,1,NA,1,NA,NA,NA,5/18/22,86,NA,NA,0,NA,NA,1.53596
327,15,1,D,1,NA,1,NA,NA,NA,5/18/22,86,NA,NA,0,NA,NA,1.53596
529,25,0.5,D,1,NA,NA,NA,NA,4/24/22,NA,86,NA,NA,1,108,1,1.53596
549,25,0.5,D,1,NA,NA,NA,NA,4/22/22,NA,86,NA,NA,1,NA,NA,1.53596
7,2V,1,D,1,NA,NA,NA,NA,4/20/22,NA,87,NA,NA,1,218,0,1.55382
26,2V,1,D,1,NA,NA,NA,NA,4/22/22,NA,87,NA,NA,0,0,1,1.55382
67,6V,1,D,1,NA,NA,NA,NA,4/26/22,NA,87,NA,NA,1,126,1,1.55382
81,6V,1,D,1,NA,NA,NA,NA,4/21/22,NA,87,NA,NA,1,197,0,1.55382
84,6V,1,D,1,NA,NA,NA,NA,4/25/22,NA,87,NA,NA,1,79,1,1.55382
114,14V,1,D,1,NA,NA,NA,NA,4/19/22,NA,87,NA,NA,1,213,1,1.55382
125,14V,1,D,1,NA,NA,NA,NA,4/26/22,NA,87,NA,NA,1,115,1,1.55382
134,14V,1,D,1,NA,NA,NA,NA,4/24/22,NA,87,NA,NA,1,23,1,1.55382
202,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,87,NA,NA,0,NA,NA,1.55382
254,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,87,NA,NA,0,NA,NA,1.55382
278,15,1,D,0,NA,1,NA,NA,NA,5/23/22,87,NA,NA,0,NA,NA,1.55382
279,15,1,D,0,NA,1,NA,NA,NA,5/23/22,87,NA,NA,0,NA,NA,1.55382
283,15,1,D,0,NA,1,NA,NA,NA,5/23/22,87,NA,NA,0,NA,NA,1.55382
288,15,1,D,1,NA,1,NA,NA,NA,5/18/22,87,NA,NA,0,NA,NA,1.55382
295,15,1,D,1,NA,1,NA,NA,NA,5/18/22,87,NA,NA,0,NA,NA,1.55382
299,15,1,D,1,NA,NA,NA,NA,5/20/22,NA,87,NA,NA,1,122,1,1.55382
300,15,1,D,1,NA,1,NA,NA,NA,5/18/22,87,NA,NA,0,NA,NA,1.55382
311,15,1,D,1,NA,1,NA,NA,NA,5/18/22,87,NA,NA,0,NA,NA,1.55382
326,15,1,D,1,NA,1,NA,NA,NA,5/18/22,87,NA,NA,0,NA,NA,1.55382
496,25,0.1,D,1,NA,NA,NA,NA,4/26/22,NA,87,NA,NA,1,117,1,1.55382
530,25,0.5,D,1,NA,NA,NA,NA,4/20/22,NA,87,NA,NA,1,291,0,1.55382
532,25,0.5,D,1,NA,NA,NA,NA,4/20/22,NA,87,NA,NA,1,162,1,1.55382
544,25,0.5,D,1,NA,NA,NA,NA,4/23/22,NA,87,NA,NA,1,137,1,1.55382
572,25,1,D,1,NA,NA,NA,NA,4/21/22,NA,87,NA,NA,1,145,1,1.55382
600,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,87,NA,NA,1,199,1,1.55382
53,6V,1,D,1,NA,NA,NA,NA,4/30/22,NA,88,NA,NA,1,243,1,1.57168
68,6V,1,D,1,NA,NA,NA,NA,4/24/22,NA,88,NA,NA,1,71,1,1.57168
85,6V,1,D,1,NA,NA,NA,NA,4/28/22,NA,88,NA,NA,1,142,1,1.57168
120,14V,1,D,1,NA,NA,NA,NA,4/30/22,NA,88,NA,NA,1,139,1,1.57168
207,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,88,NA,NA,0,NA,NA,1.57168
221,15,0.5,D,0,NA,1,NA,NA,NA,5/23/22,88,NA,NA,0,NA,NA,1.57168
239,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,88,NA,NA,0,NA,NA,1.57168
275,15,1,D,0,NA,NA,1,NA,NA,5/11/22,88,NA,NA,0,NA,NA,1.57168
281,15,1,D,0,NA,NA,NA,NA,5/21/22,NA,88,NA,NA,0,NA,NA,1.57168
284,15,1,D,0,NA,1,NA,NA,NA,5/23/22,88,NA,NA,0,NA,NA,1.57168
301,15,1,D,1,NA,NA,NA,NA,5/19/22,NA,88,NA,NA,1,150,1,1.57168
308,15,1,D,1,NA,1,NA,NA,NA,5/18/22,88,NA,NA,0,NA,NA,1.57168
329,15,1,D,1,NA,1,NA,NA,NA,5/18/22,88,NA,NA,0,NA,NA,1.57168
336,20,0.1,D,0,NA,NA,NA,NA,5/16/22,NA,88,NA,NA,0,NA,NA,1.57168
383,20,0.5,D,0,NA,NA,NA,NA,4/23/22,NA,88,NA,NA,0,NA,NA,1.57168
386,20,0.5,D,0,NA,NA,NA,NA,4/24/22,NA,88,NA,NA,0,NA,NA,1.57168
395,20,0.5,D,1,NA,NA,NA,NA,5/1/22,NA,88,NA,NA,1,162,1,1.57168
581,25,1,D,1,NA,NA,NA,NA,4/23/22,NA,88,NA,NA,1,143,1,1.57168
25,2V,1,D,1,NA,NA,NA,NA,4/25/22,NA,89,NA,NA,1,112,1,1.58954
55,6V,1,D,1,NA,NA,NA,NA,4/30/22,NA,89,NA,NA,1,131,1,1.58954
60,6V,1,D,1,NA,NA,NA,NA,4/29/22,NA,89,NA,NA,1,197,1,1.58954
62,6V,1,D,1,NA,NA,NA,NA,5/3/22,NA,89,NA,NA,1,203,1,1.58954
83,6V,1,D,1,NA,NA,NA,NA,4/25/22,NA,89,NA,NA,1,92,1,1.58954
106,14V,1,D,1,NA,NA,NA,NA,4/22/22,NA,89,NA,NA,1,134,1,1.58954
197,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,89,NA,NA,0,NA,NA,1.58954
273,15,1,D,0,NA,1,NA,NA,NA,5/23/22,89,NA,NA,0,NA,NA,1.58954
276,15,1,D,0,NA,1,NA,NA,NA,5/23/22,89,NA,NA,0,NA,NA,1.58954
285,15,1,D,0,NA,NA,NA,NA,5/21/22,NA,89,NA,NA,0,NA,NA,1.58954
294,15,1,D,1,NA,1,NA,NA,NA,5/18/22,89,NA,NA,0,NA,NA,1.58954
296,15,1,D,1,NA,1,NA,NA,NA,5/18/22,89,NA,NA,0,NA,NA,1.58954
302,15,1,D,1,NA,1,NA,NA,NA,5/18/22,89,NA,NA,0,NA,NA,1.58954
317,15,1,D,1,NA,1,NA,NA,NA,5/18/22,89,NA,NA,0,NA,NA,1.58954
323,15,1,D,1,NA,1,NA,NA,NA,5/18/22,89,NA,NA,0,NA,NA,1.58954
563,25,1,D,0,NA,NA,NA,NA,4/16/22,NA,89,NA,NA,NA,NA,NA,1.58954
593,25,1,D,1,NA,NA,NA,NA,4/21/22,NA,89,NA,NA,1,195,1,1.58954
6,2V,1,D,1,NA,NA,NA,NA,4/22/22,NA,90,NA,NA,1,165,1,1.6074
56,6V,1,D,1,NA,NA,NA,NA,4/30/22,NA,90,NA,NA,1,152,1,1.6074
57,6V,1,D,1,NA,NA,NA,NA,4/29/22,NA,90,NA,NA,1,170,1,1.6074
58,6V,1,D,1,NA,NA,NA,NA,4/26/22,NA,90,NA,NA,1,102,1,1.6074
65,6V,1,D,1,NA,NA,NA,NA,4/29/22,NA,90,NA,NA,1,146,1,1.6074
78,6V,1,D,1,NA,NA,NA,NA,5/4/22,NA,90,NA,NA,1,182,1,1.6074
116,14V,1,D,1,NA,NA,NA,NA,4/27/22,NA,90,NA,NA,1,131,1,1.6074
129,14V,1,D,1,NA,NA,NA,NA,5/3/22,NA,90,NA,NA,1,200,1,1.6074
157,15,0.1,D,0,NA,1,NA,NA,NA,5/23/22,90,NA,NA,0,NA,NA,1.6074
170,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,90,NA,NA,0,NA,NA,1.6074
178,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,90,NA,NA,0,NA,NA,1.6074
189,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,90,NA,NA,0,NA,NA,1.6074
247,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,90,NA,NA,0,NA,NA,1.6074
274,15,1,D,0,NA,1,NA,NA,NA,5/23/22,90,NA,NA,0,NA,NA,1.6074
290,15,1,D,1,NA,1,NA,NA,NA,5/18/22,90,NA,NA,0,NA,NA,1.6074
330,15,1,D,1,NA,1,NA,NA,NA,5/18/22,90,NA,NA,0,NA,NA,1.6074
534,25,0.5,D,1,NA,NA,NA,NA,4/21/22,NA,90,NA,NA,1,171,0,1.6074
580,25,1,D,1,NA,NA,NA,NA,4/19/22,NA,90,NA,NA,1,NA,NA,1.6074
583,25,1,D,1,NA,NA,NA,NA,4/21/22,NA,90,NA,NA,1,179,1,1.6074
592,25,1,D,1,NA,NA,NA,NA,4/17/22,NA,90,NA,NA,1,178,0,1.6074
595,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,90,NA,NA,1,185,1,1.6074
127,14V,1,D,1,NA,NA,NA,NA,4/30/22,NA,91,NA,NA,1,202,1,1.62526
153,15,0.1,D,0,NA,NA,NA,NA,5/21/22,NA,91,NA,NA,0,NA,NA,1.62526
155,15,0.1,D,0,NA,1,NA,NA,NA,5/23/22,91,NA,NA,0,NA,NA,1.62526
183,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,91,NA,NA,0,NA,NA,1.62526
208,15,0.1,D,1,NA,1,NA,NA,NA,5/18/22,91,NA,NA,0,NA,NA,1.62526
228,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,91,NA,NA,0,NA,NA,1.62526
262,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,91,NA,NA,0,NA,NA,1.62526
316,15,1,D,1,NA,1,NA,NA,NA,5/18/22,91,NA,NA,0,NA,NA,1.62526
343,20,0.1,D,0,NA,NA,NA,NA,5/23/22,NA,91,NA,NA,0,NA,NA,1.62526
82,6V,1,D,1,NA,1,NA,NA,NA,5/18/22,82,1,-1,0,NA,NA,1.64
2,2V,1,D,1,NA,NA,NA,NA,4/20/22,NA,92,NA,NA,1,281,0,1.64312
35,2V,1,D,1,NA,NA,NA,NA,4/25/22,NA,92,NA,NA,1,101,1,1.64312
75,6V,1,D,1,NA,NA,NA,NA,5/1/22,NA,92,NA,NA,1,188,1,1.64312
102,14V,1,D,1,NA,NA,NA,NA,4/30/22,NA,92,NA,NA,1,175,1,1.64312
109,14V,1,D,1,NA,NA,NA,NA,4/24/22,NA,92,NA,NA,1,68,1,1.64312
113,14V,1,D,1,NA,NA,NA,NA,4/24/22,NA,92,NA,NA,1,NA,NA,1.64312
214,15,0.5,D,0,NA,1,NA,NA,NA,5/23/22,92,NA,NA,0,NA,NA,1.64312
217,15,0.5,D,0,NA,1,NA,NA,NA,5/23/22,92,NA,NA,0,NA,NA,1.64312
223,15,0.5,D,0,NA,1,NA,NA,NA,5/23/22,92,NA,NA,0,NA,NA,1.64312
227,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,92,NA,NA,0,NA,NA,1.64312
235,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,92,NA,NA,0,NA,NA,1.64312
261,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,92,NA,NA,0,NA,NA,1.64312
293,15,1,D,1,NA,1,NA,NA,NA,5/18/22,92,NA,NA,0,NA,NA,1.64312
332,20,0.1,D,0,NA,NA,NA,NA,5/19/22,NA,92,NA,NA,0,NA,NA,1.64312
341,20,0.1,D,0,NA,NA,NA,NA,5/21/22,NA,92,NA,NA,0,NA,NA,1.64312
467,25,0.1,D,0,NA,NA,NA,NA,5/9/22,NA,92,NA,NA,1,157,1,1.64312
33,2V,1,D,1,NA,NA,NA,NA,4/24/22,NA,93,NA,NA,1,117,1,1.66098
59,6V,1,D,1,NA,NA,NA,NA,4/30/22,NA,93,NA,NA,1,167,1,1.66098
69,6V,1,D,1,NA,NA,NA,NA,4/30/22,NA,93,NA,NA,1,204,1,1.66098
71,6V,1,D,1,NA,NA,NA,NA,4/29/22,NA,93,NA,NA,1,139,1,1.66098
212,15,0.5,D,0,NA,1,NA,NA,NA,5/23/22,93,NA,NA,0,NA,NA,1.66098
219,15,0.5,D,0,NA,1,NA,NA,NA,5/23/22,93,NA,NA,0,NA,NA,1.66098
231,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,93,NA,NA,0,NA,NA,1.66098
243,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,93,NA,NA,0,NA,NA,1.66098
252,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,93,NA,NA,0,NA,NA,1.66098
282,15,1,D,0,NA,1,NA,NA,NA,5/23/22,93,NA,NA,0,NA,NA,1.66098
537,25,0.5,D,1,NA,NA,NA,NA,4/22/22,NA,93,NA,NA,1,232,1,1.66098
76,6V,1,D,1,NA,NA,NA,NA,4/28/22,NA,94,NA,NA,1,194,1,1.67884
211,15,0.5,D,0,NA,NA,NA,NA,5/21/22,NA,94,NA,NA,0,NA,NA,1.67884
224,15,0.5,D,0,NA,1,NA,NA,NA,5/23/22,94,NA,NA,0,NA,NA,1.67884
225,15,0.5,D,0,NA,NA,NA,NA,5/21/22,NA,94,NA,NA,0,NA,NA,1.67884
241,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,94,NA,NA,0,NA,NA,1.67884
246,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,94,NA,NA,0,NA,NA,1.67884
253,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,94,NA,NA,0,NA,NA,1.67884
263,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,94,NA,NA,0,NA,NA,1.67884
266,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,94,NA,NA,0,NA,NA,1.67884
267,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,94,NA,NA,0,NA,NA,1.67884
366,20,0.1,D,1,NA,NA,NA,NA,NA,5/18/22,94,NA,NA,0,NA,NA,1.67884
470,25,0.1,D,0,NA,NA,NA,NA,5/17/22,NA,94,NA,NA,0,NA,NA,1.67884
52,6V,1,D,1,NA,NA,NA,NA,5/13/22,NA,95,NA,NA,0,NA,NA,1.6967
216,15,0.5,D,0,NA,1,NA,NA,NA,5/23/22,95,NA,NA,0,NA,NA,1.6967
234,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,95,NA,NA,0,NA,NA,1.6967
244,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,95,NA,NA,0,NA,NA,1.6967
310,15,1,D,1,NA,1,NA,NA,NA,5/18/22,95,NA,NA,0,NA,NA,1.6967
334,20,0.1,D,0,NA,NA,NA,NA,5/23/22,NA,95,NA,NA,0,NA,NA,1.6967
340,20,0.1,D,0,NA,NA,NA,NA,5/22/22,NA,95,NA,NA,0,NA,NA,1.6967
344,20,0.1,D,0,NA,NA,NA,NA,5/23/22,NA,95,NA,NA,0,NA,NA,1.6967
468,25,0.1,D,0,NA,NA,NA,NA,5/13/22,NA,95,NA,NA,0,NA,NA,1.6967
571,25,1,D,1,NA,NA,NA,NA,4/19/22,NA,95,NA,NA,1,NA,NA,1.6967
578,25,1,D,1,NA,NA,NA,NA,4/19/22,NA,95,NA,NA,1,360,0,1.6967
584,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,95,NA,NA,1,226,1,1.6967
586,25,1,D,1,NA,NA,NA,NA,4/20/22,NA,95,NA,NA,1,216,1,1.6967
64,6V,1,D,1,NA,NA,NA,NA,4/27/22,NA,96,NA,NA,1,113,1,1.71456
124,14V,1,D,1,NA,NA,NA,NA,4/29/22,NA,96,NA,NA,1,188,1,1.71456
255,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,96,NA,NA,0,NA,NA,1.71456
268,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,96,NA,NA,0,NA,NA,1.71456
480,25,0.1,D,0,NA,NA,NA,NA,5/17/22,NA,96,NA,NA,0,NA,NA,1.71456
20,2V,1,D,1,NA,NA,NA,NA,4/25/22,NA,97,NA,NA,1,152,1,1.73242
236,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,97,NA,NA,0,NA,NA,1.73242
237,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,97,NA,NA,0,NA,NA,1.73242
264,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,97,NA,NA,0,NA,NA,1.73242
324,15,1,D,1,NA,NA,NA,NA,5/22/22,NA,97,NA,NA,1,123,1,1.73242
361,20,0.1,D,1,NA,1,NA,NA,NA,5/19/22,97,NA,NA,0,NA,NA,1.73242
473,25,0.1,D,0,NA,NA,NA,NA,5/22/22,NA,97,NA,NA,0,NA,NA,1.73242
475,25,0.1,D,0,NA,NA,NA,NA,5/22/22,NA,97,NA,NA,0,NA,NA,1.73242
382,20,0.5,D,0,NA,1,NA,NA,NA,5/23/22,98,NA,NA,0,NA,NA,1.75028
576,25,1,D,1,NA,NA,NA,NA,4/26/22,NA,98,NA,NA,1,215,1,1.75028
222,15,0.5,D,0,NA,1,NA,NA,NA,5/23/22,99,NA,NA,0,NA,NA,1.76814
79,6V,1,D,1,NA,1,NA,NA,NA,5/18/22,89,1,-1,0,NA,NA,1.78
24,2V,1,D,1,NA,NA,NA,NA,5/3/22,NA,100,NA,NA,0,0,1,1.786
149,14V,1,D,0,NA,NA,NA,NA,4/27/22,NA,100,NA,NA,0,NA,NA,1.786
232,15,0.5,D,1,NA,1,NA,NA,NA,5/18/22,100,NA,NA,0,NA,NA,1.786
474,25,0.1,D,0,NA,NA,NA,NA,5/22/22,NA,90,1,-1,0,NA,NA,1.8
401,20,0.5,D,1,NA,1,NA,NA,NA,5/18/22,91,1,-1,0,NA,NA,1.82
419,20,0.5,D,1,NA,1,NA,NA,NA,5/18/22,91,1,-1,0,NA,NA,1.82
433,20,1,D,0,NA,NA,NA,NA,5/14/22,NA,91,1,-1,0,NA,NA,1.82
479,25,0.1,D,0,NA,NA,NA,NA,5/22/22,NA,91,1,-1,0,NA,NA,1.82
410,20,0.5,D,1,NA,1,NA,NA,NA,5/18/22,92,1,-1,0,NA,NA,1.84
441,20,1,D,1,NA,1,NA,NA,NA,5/18/22,92,1,-1,0,NA,NA,1.84
384,20,0.5,D,0,NA,NA,NA,NA,5/21/22,NA,93,1,-1,0,NA,NA,1.86
397,20,0.5,D,1,NA,1,NA,NA,NA,5/18/22,93,1,-1,0,NA,NA,1.86
36,2V,1,D,0,NA,NA,NA,NA,5/23/22,NA,94,1,-1,0,NA,NA,1.88
74,6V,1,D,1,NA,1,NA,NA,NA,5/18/22,94,1,-1,0,NA,NA,1.88
376,20,0.5,D,0,NA,NA,NA,NA,5/21/22,NA,94,1,-1,0,NA,NA,1.88
412,20,0.5,D,1,NA,1,NA,NA,NA,5/18/22,94,1,-1,0,NA,NA,1.88
423,20,1,D,0,NA,NA,NA,NA,5/20/22,NA,94,1,-1,0,NA,NA,1.88
424,20,1,D,0,NA,NA,NA,NA,5/22/22,NA,94,1,-1,0,NA,NA,1.88
44,2V,1,D,0,NA,NA,NA,NA,5/8/22,NA,95,1,-1,0,NA,NA,1.9
70,6V,1,D,1,NA,NA,NA,NA,5/10/22,NA,95,1,-1,0,0,1,1.9
90,6V,1,D,0,NA,NA,NA,NA,5/22/22,NA,95,1,-1,0,NA,NA,1.9
400,20,0.5,D,1,NA,1,NA,NA,NA,5/18/22,95,1,-1,0,NA,NA,1.9
402,20,0.5,D,1,NA,1,NA,NA,NA,5/18/22,95,1,-1,0,NA,NA,1.9
420,20,0.5,D,1,NA,1,NA,NA,NA,5/18/22,95,1,-1,0,NA,NA,1.9
445,20,1,D,1,NA,1,NA,NA,NA,5/18/22,95,1,-1,0,NA,NA,1.9
523,25,0.5,D,0,NA,NA,NA,NA,5/22/22,NA,95,1,-1,0,NA,NA,1.9
565,25,1,D,0,NA,NA,NA,NA,5/11/22,NA,95,1,-1,0,NA,NA,1.9
40,2V,1,D,0,NA,NA,NA,NA,5/21/22,NA,96,1,-1,0,NA,NA,1.92
379,20,0.5,D,0,NA,NA,NA,NA,5/23/22,NA,96,1,-1,0,NA,NA,1.92
387,20,0.5,D,0,NA,1,NA,NA,NA,5/23/22,96,1,-1,0,NA,NA,1.92
409,20,0.5,D,1,NA,1,NA,NA,NA,5/18/22,96,1,-1,0,NA,NA,1.92
438,20,1,D,1,NA,1,NA,NA,NA,5/18/22,96,1,-1,0,NA,NA,1.92
377,20,0.5,D,0,NA,NA,NA,NA,5/21/22,NA,97,1,-1,0,NA,NA,1.94
428,20,1,D,0,NA,NA,NA,NA,5/22/22,NA,97,1,-1,0,NA,NA,1.94
444,20,1,D,1,NA,1,NA,NA,NA,5/18/22,97,1,-1,0,NA,NA,1.94
48,2V,1,D,0,NA,1,NA,NA,NA,5/23/22,98,1,-1,0,NA,NA,1.96
146,14V,1,D,0,NA,NA,NA,NA,5/20/22,NA,98,1,-1,0,NA,NA,1.96
