tube,temp,resource,species,exposed,male,removed,KBP,missing,mortality_day,end_data_date,length_RAW,length_mag_correction,lm_corr_factor,inf,spore_RAW,spore_water_added,length
431,20,1,D,0,NA,1,NA,NA,NA,5/23/22,98,1,-1,0,NA,NA,1.96
437,20,1,D,1,NA,1,NA,NA,NA,5/18/22,98,1,-1,0,NA,NA,1.96
448,20,1,D,1,NA,1,NA,NA,NA,5/18/22,98,1,-1,0,NA,NA,1.96
42,2V,1,D,0,NA,NA,NA,NA,5/22/22,NA,79,1,-2,0,NA,NA,1.975
95,6V,1,D,0,NA,1,NA,NA,NA,5/23/22,79,1,-2,0,NA,NA,1.975
137,14V,1,D,0,NA,NA,NA,NA,5/23/22,NA,79,1,-2,0,NA,NA,1.975
446,20,1,D,1,NA,1,NA,NA,NA,5/18/22,79,1,-2,0,NA,NA,1.975
105,14V,1,D,1,NA,1,NA,NA,NA,5/18/22,99,1,-1,0,NA,NA,1.98
426,20,1,D,0,NA,1,NA,NA,NA,5/23/22,99,1,-1,0,NA,NA,1.98
429,20,1,D,0,NA,NA,NA,NA,5/22/22,NA,99,1,-1,0,NA,NA,1.98
89,6V,1,D,0,NA,1,NA,NA,NA,5/23/22,100,1,-1,0,NA,NA,2
92,6V,1,D,0,NA,1,NA,NA,NA,5/23/22,100,1,-1,0,NA,NA,2
98,6V,1,D,0,NA,NA,NA,NA,5/22/22,NA,80,1,-2,0,NA,NA,2
391,20,0.5,D,1,NA,1,NA,NA,NA,5/18/22,100,1,-1,0,NA,NA,2
425,20,1,D,0,NA,1,NA,NA,NA,5/23/22,80,1,-2,0,NA,NA,2
427,20,1,D,0,NA,NA,NA,NA,5/20/22,NA,80,1,-2,0,NA,NA,2
436,20,1,D,1,NA,1,NA,NA,NA,5/18/22,80,1,-2,0,NA,NA,2
460,20,1,D,1,NA,1,NA,NA,NA,5/18/22,80,1,-2,0,NA,NA,2
465,20,1,D,1,NA,1,NA,NA,NA,5/18/22,100,1,-1,0,NA,NA,2
4,2V,1,D,1,NA,1,NA,NA,NA,5/18/22,81,1,-2,0,NA,NA,2.025
27,2V,1,D,1,NA,1,NA,NA,NA,5/18/22,81,1,-2,0,NA,NA,2.025
100,6V,1,D,0,NA,1,NA,NA,NA,5/23/22,81,1,-2,0,NA,NA,2.025
135,14V,1,D,1,NA,NA,NA,NA,5/15/22,NA,81,1,-2,0,NA,NA,2.025
148,14V,1,D,0,NA,1,NA,NA,NA,5/23/22,81,1,-2,0,NA,NA,2.025
454,20,1,D,1,NA,1,NA,NA,NA,5/18/22,81,1,-2,0,NA,NA,2.025
519,25,0.5,D,0,NA,1,NA,NA,NA,5/23/22,81,1,-2,0,NA,NA,2.025
521,25,0.5,D,0,NA,NA,NA,NA,5/23/22,NA,81,1,-2,0,NA,NA,2.025
17,2V,1,D,1,NA,1,NA,NA,NA,5/18/22,82,1,-2,0,NA,NA,2.05
422,20,1,D,0,NA,1,NA,NA,NA,5/23/22,82,1,-2,0,NA,NA,2.05
430,20,1,D,0,NA,1,NA,NA,NA,5/23/22,82,1,-2,0,NA,NA,2.05
434,20,1,D,0,NA,1,NA,NA,NA,5/23/22,82,1,-2,0,NA,NA,2.05
458,20,1,D,1,NA,1,NA,NA,NA,5/18/22,82,1,-2,0,NA,NA,2.05
568,25,1,D,0,NA,NA,NA,NA,5/22/22,NA,82,1,-2,0,NA,NA,2.05
43,2V,1,D,0,NA,NA,NA,NA,5/21/22,NA,83,1,-2,0,NA,NA,2.075
47,2V,1,D,0,NA,1,NA,NA,NA,5/23/22,83,1,-2,0,NA,NA,2.075
94,6V,1,D,0,NA,NA,NA,NA,5/20/22,NA,83,1,-2,0,NA,NA,2.075
111,14V,1,D,1,NA,1,NA,NA,NA,5/18/22,83,1,-2,0,NA,NA,2.075
139,14V,1,D,0,NA,1,NA,NA,NA,5/23/22,83,1,-2,0,NA,NA,2.075
390,20,0.5,D,0,NA,1,NA,NA,NA,5/23/22,83,1,-2,0,NA,NA,2.075
514,25,0.5,D,0,NA,1,NA,NA,NA,5/23/22,83,1,-2,0,NA,NA,2.075
37,2V,1,D,0,NA,1,NA,NA,NA,5/23/22,84,1,-2,0,NA,NA,2.1
41,2V,1,D,0,NA,1,NA,NA,NA,5/23/22,84,1,-2,0,NA,NA,2.1
46,2V,1,D,0,NA,NA,NA,NA,5/21/22,NA,84,1,-2,0,NA,NA,2.1
54,6V,1,D,1,NA,1,NA,NA,NA,5/18/22,84,1,-2,0,NA,NA,2.1
87,6V,1,D,0,NA,NA,NA,NA,5/23/22,NA,84,1,-2,0,NA,NA,2.1
88,6V,1,D,0,NA,NA,NA,NA,5/23/22,NA,84,1,-2,0,NA,NA,2.1
93,6V,1,D,0,NA,NA,NA,NA,5/23/22,NA,84,1,-2,0,NA,NA,2.1
115,14V,1,D,1,NA,1,NA,NA,NA,5/18/22,84,1,-2,0,NA,NA,2.1
515,25,0.5,D,0,NA,NA,NA,NA,5/21/22,NA,84,1,-2,0,NA,NA,2.1
524,25,0.5,D,0,NA,1,NA,NA,NA,5/23/22,84,1,-2,0,NA,NA,2.1
38,2V,1,D,0,NA,1,NA,NA,NA,5/23/22,85,1,-2,0,NA,NA,2.125
49,2V,1,D,0,NA,1,NA,NA,NA,5/23/22,86,1,-2,0,NA,NA,2.15
91,6V,1,D,0,NA,1,NA,NA,NA,5/23/22,86,1,-2,0,NA,NA,2.15
99,6V,1,D,0,NA,NA,NA,NA,5/22/22,NA,86,1,-2,0,NA,NA,2.15
512,25,0.5,D,0,NA,NA,NA,NA,5/21/22,NA,86,1,-2,0,NA,NA,2.15
566,25,1,D,0,NA,NA,NA,NA,5/21/22,NA,86,1,-2,0,NA,NA,2.15
86,6V,1,D,0,NA,1,NA,NA,NA,5/18/22,87,1,-2,0,NA,NA,2.175
138,14V,1,D,0,NA,NA,NA,NA,5/23/22,NA,87,1,-2,0,NA,NA,2.175
556,25,1,D,0,NA,1,NA,NA,NA,5/23/22,87,1,-2,0,NA,NA,2.175
557,25,1,D,0,NA,NA,NA,NA,5/22/22,NA,87,1,-2,0,NA,NA,2.175
594,25,1,D,1,NA,1,NA,NA,NA,5/18/22,87,1,-2,0,NA,NA,2.175
97,6V,1,D,0,NA,1,NA,NA,NA,5/23/22,88,1,-2,0,NA,NA,2.2
144,14V,1,D,0,NA,1,NA,NA,NA,5/23/22,88,1,-2,0,NA,NA,2.2
150,14V,1,D,0,NA,NA,NA,NA,5/22/22,NA,88,1,-2,0,NA,NA,2.2
561,25,1,D,0,NA,NA,NA,NA,5/22/22,NA,89,1,-2,0,NA,NA,2.225
567,25,1,D,0,NA,1,NA,NA,NA,5/23/22,89,1,-2,0,NA,NA,2.225
559,25,1,D,0,NA,NA,NA,NA,5/13/22,NA,90,1,-2,0,NA,NA,2.25
9,2V,1,D,1,NA,NA,NA,1,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA
10,2V,1,D,1,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,0,0,NA,NA
13,2V,1,D,1,NA,NA,NA,NA,4/20/22,NA,NA,NA,NA,1,81,0,NA
14,2V,1,D,1,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,1,97,1,NA
31,2V,1,D,1,NA,NA,NA,NA,4/11/22,NA,NA,NA,NA,0,NA,NA,NA
32,2V,1,D,1,NA,NA,NA,NA,4/25/22,NA,NA,NA,NA,1,88,1,NA
34,2V,1,D,1,NA,NA,NA,1,NA,4/12/22,NA,NA,NA,NA,NA,NA,NA
45,2V,1,D,0,NA,NA,NA,NA,5/20/22,NA,NA,NA,NA,0,NA,NA,NA
66,6V,1,D,1,NA,NA,NA,1,NA,4/12/22,NA,NA,NA,NA,NA,NA,NA
72,6V,1,D,1,NA,NA,NA,NA,4/28/22,NA,NA,NA,NA,1,54,1,NA
77,6V,1,D,1,NA,NA,NA,1,NA,4/25/22,NA,NA,NA,NA,NA,NA,NA
103,14V,1,D,1,NA,NA,NA,NA,4/27/22,NA,NA,NA,NA,1,55,1,NA
104,14V,1,D,1,NA,NA,NA,1,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA
107,14V,1,D,1,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,1,142,1,NA
110,14V,1,D,1,1,NA,NA,NA,4/24/22,NA,NA,NA,NA,1,NA,NA,NA
112,14V,1,D,1,NA,NA,NA,NA,4/24/22,NA,NA,NA,NA,1,NA,NA,NA
141,14V,1,D,0,NA,NA,NA,NA,5/17/22,NA,NA,NA,NA,0,NA,NA,NA
143,14V,1,D,0,NA,NA,NA,1,NA,5/2/22,NA,NA,NA,NA,NA,NA,NA
154,15,0.1,D,0,NA,NA,NA,1,NA,5/13/22,NA,NA,NA,NA,NA,NA,NA
158,15,0.1,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA
160,15,0.1,D,0,NA,NA,NA,1,NA,4/14/22,NA,NA,NA,NA,NA,NA,NA
169,15,0.1,D,1,NA,NA,1,NA,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA
192,15,0.1,D,1,NA,NA,NA,1,NA,4/13/22,NA,NA,NA,NA,NA,NA,NA
198,15,0.1,D,1,NA,NA,NA,1,NA,4/14/22,NA,NA,NA,NA,NA,NA,NA
201,15,0.1,D,1,NA,NA,NA,1,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA
203,15,0.1,D,1,NA,NA,NA,1,NA,4/14/22,NA,NA,NA,NA,NA,NA,NA
209,15,0.1,D,1,NA,NA,NA,NA,4/12/22,NA,NA,NA,NA,NA,NA,NA,NA
220,15,0.5,D,0,NA,NA,NA,1,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA
233,15,0.5,D,1,NA,NA,NA,1,NA,4/20/22,NA,NA,NA,NA,NA,NA,NA
240,15,0.5,D,1,NA,NA,NA,1,NA,5/14/22,NA,NA,NA,NA,NA,NA,NA
256,15,0.5,D,1,NA,NA,NA,1,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA
259,15,0.5,D,1,NA,NA,NA,1,NA,4/20/22,NA,NA,NA,NA,NA,NA,NA
270,15,0.5,D,1,NA,NA,NA,1,NA,4/13/22,NA,NA,NA,NA,NA,NA,NA
287,15,1,D,1,NA,NA,NA,1,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA
297,15,1,D,1,NA,NA,NA,1,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA
303,15,1,D,1,NA,NA,NA,NA,5/13/22,NA,NA,NA,NA,1,100,1,NA
331,20,0.1,D,0,NA,NA,NA,1,NA,5/21/22,NA,NA,NA,NA,NA,NA,NA
333,20,0.1,D,0,NA,NA,NA,NA,5/22/22,NA,NA,NA,NA,0,NA,NA,NA
335,20,0.1,D,0,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,0,0,1,NA
338,20,0.1,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA
339,20,0.1,D,0,NA,NA,NA,1,NA,4/21/22,NA,NA,NA,NA,NA,NA,NA
345,20,0.1,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA
360,20,0.1,D,1,NA,NA,NA,1,NA,4/20/22,NA,NA,NA,NA,NA,NA,NA
362,20,0.1,D,1,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,1,39,1,NA
370,20,0.1,D,1,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,NA,NA,NA,NA
372,20,0.1,D,1,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,1,40,1,NA
373,20,0.1,D,1,NA,NA,NA,NA,4/22/22,NA,NA,NA,NA,1,25,1,NA
375,20,0.1,D,1,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,NA,NA,NA,NA
380,20,0.5,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA
388,20,0.5,D,0,NA,NA,NA,1,4/12/22,NA,NA,NA,NA,NA,NA,NA,NA
393,20,0.5,D,1,NA,NA,NA,NA,4/15/22,NA,NA,NA,NA,1,51,1,NA
396,20,0.5,D,1,NA,NA,NA,NA,4/25/22,NA,NA,NA,NA,1,35,1,NA
398,20,0.5,D,1,NA,NA,NA,NA,NA,5/5/22,NA,NA,NA,NA,NA,NA,NA
450,20,1,D,1,NA,NA,NA,1,NA,4/23/22,NA,NA,NA,NA,NA,NA,NA
453,20,1,D,1,NA,NA,NA,NA,4/24/22,NA,NA,NA,NA,1,17,1,NA
463,20,1,D,1,NA,NA,NA,1,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA
464,20,1,D,1,NA,NA,NA,1,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA
469,25,0.1,D,0,NA,NA,NA,NA,5/22/22,NA,NA,NA,NA,0,NA,NA,NA
472,25,0.1,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA
476,25,0.1,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA
477,25,0.1,D,0,NA,NA,NA,1,NA,4/22/22,NA,NA,NA,NA,NA,NA,NA
478,25,0.1,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA
481,25,0.1,D,1,NA,NA,NA,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA,NA
483,25,0.1,D,1,NA,NA,1,NA,NA,4/26/22,NA,NA,NA,NA,NA,NA,NA
484,25,0.1,D,1,NA,NA,NA,1,NA,4/25/22,NA,NA,NA,NA,NA,NA,NA
485,25,0.1,D,1,NA,NA,NA,1,NA,4/25/22,NA,NA,NA,NA,NA,NA,NA
487,25,0.1,D,1,NA,NA,1,NA,NA,4/26/22,NA,NA,NA,NA,NA,NA,NA
488,25,0.1,D,1,NA,NA,NA,1,NA,4/25/22,NA,NA,NA,NA,NA,NA,NA
489,25,0.1,D,1,NA,NA,NA,1,NA,4/24/22,NA,NA,NA,NA,NA,NA,NA
492,25,0.1,D,1,NA,NA,NA,1,NA,4/19/22,NA,NA,NA,NA,NA,NA,NA
499,25,0.1,D,1,NA,NA,1,NA,NA,4/26/22,NA,NA,NA,NA,NA,NA,NA
502,25,0.1,D,1,NA,NA,NA,NA,4/24/22,NA,NA,NA,NA,1,67,1,NA
506,25,0.1,D,1,NA,NA,NA,NA,4/24/22,NA,NA,NA,NA,1,15,1,NA
507,25,0.1,D,1,NA,NA,NA,1,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA
510,25,0.1,D,1,NA,NA,NA,1,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA
511,25,0.5,D,0,NA,NA,NA,1,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA
513,25,0.5,D,0,NA,NA,NA,NA,5/22/22,NA,NA,NA,NA,0,NA,NA,NA
517,25,0.5,D,0,NA,NA,NA,NA,5/22/22,NA,NA,NA,NA,0,NA,NA,NA
522,25,0.5,D,0,NA,NA,1,NA,NA,4/18/22,NA,NA,NA,0,0,0,NA
525,25,0.5,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA
527,25,0.5,D,1,NA,NA,NA,NA,4/22/22,NA,NA,NA,NA,1,137,1,NA
533,25,0.5,D,1,NA,NA,NA,NA,4/22/22,NA,NA,NA,NA,1,185,1,NA
548,25,0.5,D,1,NA,NA,NA,NA,4/21/22,NA,NA,NA,NA,1,21,1,NA
558,25,1,D,0,NA,NA,NA,NA,5/21/22,NA,NA,NA,NA,0,NA,NA,NA
560,25,1,D,0,NA,NA,NA,NA,5/21/22,NA,NA,NA,NA,0,NA,NA,NA
562,25,1,D,0,NA,NA,NA,NA,5/19/22,NA,NA,NA,NA,0,NA,NA,NA
564,25,1,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA
569,25,1,D,0,NA,NA,NA,1,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA
570,25,1,D,0,NA,NA,NA,NA,5/23/22,NA,NA,NA,NA,0,NA,NA,NA
591,25,1,D,1,NA,NA,NA,NA,4/22/22,NA,NA,NA,NA,1,182,1,NA
601,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
602,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
603,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
605,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
606,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
607,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
608,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
609,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
610,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
611,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
612,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
613,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
614,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
615,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
616,15,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
617,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
618,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
619,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
620,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
621,15,1,C,1,NA,NA,NA,NA,5/3/22,NA,NA,NA,NA,1,35,0,NA
622,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
623,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
624,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
626,15,1,C,1,NA,NA,NA,NA,5/3/22,NA,NA,NA,NA,1,52,0,NA
627,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
628,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
630,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
631,15,1,C,1,NA,NA,NA,NA,5/5/22,NA,NA,NA,NA,1,51,0,NA
633,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
634,15,1,C,1,NA,NA,NA,1,NA,4/14/22,NA,NA,NA,NA,NA,NA,NA
635,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
636,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
638,15,1,C,1,NA,NA,NA,NA,5/4/22,NA,NA,NA,NA,1,40,0,NA
639,15,1,C,1,NA,NA,NA,1,NA,4/19/22,NA,NA,NA,NA,NA,NA,NA
640,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
641,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
644,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
645,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
646,15,1,C,1,NA,NA,NA,NA,5/4/22,NA,NA,NA,NA,1,22,0,NA
647,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
648,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
649,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
650,15,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
651,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
652,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
653,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
654,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
655,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
656,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
657,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
658,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
659,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
660,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
662,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
663,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
664,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
665,20,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
666,20,1,C,0,NA,NA,NA,NA,4/22/22,NA,NA,NA,NA,0,0,0,NA
667,20,1,C,1,NA,NA,NA,NA,NA,4/11/22,NA,NA,NA,NA,NA,NA,NA
675,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
678,20,1,C,1,NA,NA,NA,1,NA,5/15/22,NA,NA,NA,NA,NA,NA,NA
680,20,1,C,1,NA,NA,NA,NA,4/23/22,NA,NA,NA,NA,1,33,1,NA
681,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
682,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
684,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
686,20,1,C,1,NA,NA,NA,NA,4/24/22,NA,NA,NA,NA,1,44,0,NA
687,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
688,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
691,20,1,C,1,NA,NA,NA,1,NA,4/21/22,NA,NA,NA,NA,NA,NA,NA
695,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
696,20,1,C,1,NA,NA,NA,1,NA,4/21/22,NA,NA,NA,NA,NA,NA,NA
697,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
698,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
699,20,1,C,1,NA,NA,NA,1,NA,4/28/22,NA,NA,NA,NA,NA,NA,NA
700,20,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
702,25,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
703,25,1,C,0,NA,NA,NA,NA,5/10/22,NA,NA,NA,NA,0,NA,NA,NA
705,25,1,C,0,NA,NA,NA,1,NA,4/22/22,NA,NA,NA,NA,NA,NA,NA
709,25,1,C,0,NA,NA,NA,NA,5/10/22,NA,NA,NA,NA,0,NA,NA,NA
710,25,1,C,0,NA,NA,NA,1,NA,5/3/22,NA,NA,NA,NA,NA,NA,NA
711,25,1,C,0,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
712,25,1,C,0,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,NA,NA,NA,NA
713,25,1,C,0,NA,NA,NA,1,4/17/22,NA,NA,NA,NA,NA,NA,NA,NA
715,25,1,C,0,NA,NA,NA,NA,5/10/22,NA,NA,NA,NA,0,NA,NA,NA
716,25,1,C,1,NA,NA,NA,NA,4/20/22,NA,NA,NA,NA,1,11,0,NA
718,25,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
719,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,NA,NA,NA,1,13,0,NA
721,25,1,C,1,NA,NA,NA,NA,5/9/22,NA,NA,NA,NA,0,NA,NA,NA
727,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,NA,NA,NA,1,48,0,NA
729,25,1,C,1,NA,NA,NA,NA,4/20/22,NA,NA,NA,NA,1,4,0,NA
730,25,1,C,1,NA,NA,NA,NA,4/18/22,NA,NA,NA,NA,1,45,0,NA
731,25,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
734,25,1,C,1,NA,NA,NA,1,NA,4/21/22,NA,NA,NA,NA,NA,NA,NA
737,25,1,C,1,NA,NA,NA,NA,4/29/22,NA,NA,NA,NA,0,NA,NA,NA
738,25,1,C,1,NA,NA,NA,1,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA
741,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,NA,NA,NA,1,28,0,NA
742,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,NA,NA,NA,1,NA,NA,NA
744,25,1,C,1,NA,NA,NA,NA,4/18/22,NA,NA,NA,NA,1,39,0,NA
746,25,1,C,1,NA,1,NA,NA,NA,5/17/22,NA,NA,NA,0,NA,NA,NA
747,25,1,C,1,NA,NA,NA,1,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA
748,25,1,C,1,NA,NA,NA,NA,4/19/22,NA,NA,NA,NA,1,NA,NA,NA
749,25,1,C,1,NA,NA,NA,NA,4/24/22,NA,NA,NA,NA,1,48,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA